primaryTitle,startYear,endYear,duration,averageRating,rating_100,rating_category,numVotes,votes_normalized,genres,directors
The U.S. and the Holocaust,2022,2022,0,8.7,87.0,High,1798,-0.2737363566783336,"Documentary, History","Sarah Botstein, Ken Burns, Lynn Novick"
Couples Therapy,2019,2024,5,8.4,84.0,High,1790,-0.27382301940871184,Reality-TV,"Kim Roberts, Josh Kriegman, Eli B. Despres, Elyse Steinberg, Maya Seidler, Pax Wassermann, Joshua Altman, Bennett Elliott"
There She Goes,2018,2023,5,8.2,82.0,High,1785,-0.27387718361519825,Drama,"Simon Hynd, Tom McKay"
Go Ahead,2020,2020,0,8.5,85.0,High,1779,-0.2739421806629819,"Comedy, Drama, Family",Ziguang Ding
Chris Stuckmann Movie Reviews,2011,2024,13,8.3,83.0,High,1779,-0.2739421806629819,"Comedy, Talk-Show",Chris Stuckmann
Gortimer Gibbon's Life on Normal Street,2014,2016,2,8.3,83.0,High,1772,-0.2740180105520629,"Adventure, Family, Fantasy","Luke Matheny, Sasie Sealy, Alethea Jones, Ryan Shiraki, Joe Nussbaum, Steven K. Tsuchida, J.J. Johnson, Paul Hoen, Eduardo Enrique Mayén, Suzi Yoonessi, Jonathan Judge"
Boys from the Blackstuff,1982,1982,0,8.5,85.0,High,1771,-0.2740288433933602,Drama,Philip Saville
The Nazis: A Warning from History,1997,1997,0,8.7,87.0,High,1769,-0.27405050907595474,"Documentary, History, War","Laurence Rees, Tilman Remme"
Estonia - funnet som endrer alt,2020,2022,2,8.5,85.0,High,1766,-0.2740830075998466,"Documentary, History","Henrik Evertsson, Bendik Mondal, Ingrid Boon Ulfsby"
Stupid Wife,2022,2024,2,8.3,83.0,High,1761,-0.27413717180633296,"Drama, Romance","Priscilla Pugliese, Natalie Smith"
Happy Together,2007,2009,2,8.2,82.0,High,1761,-0.27413717180633296,"Comedy, Drama, Family",Andreas Morfonios
Normal People,2001,2003,2,8.3,83.0,High,1753,-0.27422383453671123,Comedy,"Jorge Furtado, José Alvarenga Jr."
Wonders of Life,2013,2013,0,8.5,85.0,High,1748,-0.27427799874319764,Documentary,"Gideon Bradshaw, Stephen Cooter, Michael Lachmann, Paul Olding"
Thriller,1960,1962,2,8.2,82.0,High,1746,-0.2742996644257922,"Crime, Drama, Horror","Herschel Daugherty, John Brahm, Ida Lupino, John Newland, Jules Bricken, Douglas Heyes, Arthur Hiller, Paul Henreid, Gerald Mayer, Mitchell Leisen, Ted Post, Maurice Geraghty, Herman Hoffman, Fletcher Markle, Laslo Benedek, Richard Carlson, Ray Milland, William F. Claxton, John English, Robert Florey"
Jefferson Anderson,2007,2013,6,8.4,84.0,High,1734,-0.27442965852135953,"Animation, Comedy, Crime",Atte Järvinen
Vietnam in HD,2011,2011,0,8.3,83.0,High,1729,-0.27448382272784594,"Documentary, History, War",Sammy Jackson
Nightingales,1988,1988,0,8.7,87.0,High,1727,-0.27450548841044053,"Action, Drama, History",Ali Hatami
The Jack Benny Program,1950,1965,15,8.5,85.0,High,1725,-0.2745271540930351,Comedy,"Frederick De Cordova, Ralph Levy, Norman Abbott, Seymour Berns, Don Weis, Dick Linkroum, James V. Kern"
The Sixties,2014,2014,0,8.4,84.0,High,1720,-0.2745813182995215,"Documentary, History",-
The Profit,2013,2021,8,8.3,83.0,High,1707,-0.2747221452363861,"Game-Show, Reality-TV",-
Secret Army,1977,1979,2,8.5,85.0,High,1706,-0.2747329780776834,"Drama, History, War","Viktors Ritelis, Paul Annett, Michael E. Briant, Kenneth Ives, Terence Dudley, Tristan de Vere Cole, Roger Jenkins, Roger Cheveley, Andrew Morgan"
The Edge of Sleep,2019,2022,3,8.7,87.0,High,1702,-0.2747763094428725,"Mystery, Talk-Show",Jake Emanuel
Lucha Underground,2014,2018,4,8.8,88.0,High,1696,-0.2748413064906562,"Action, Drama, Sport","Skip Chaisson, Quinn Saunders"
Kosti,2020,2020,0,8.5,85.0,High,1691,-0.2748954706971426,"Crime, Drama, Thriller",Sasa Hajdukovic
Ellery Queen,1975,1976,1,8.3,83.0,High,1686,-0.274949634903629,"Crime, Drama, Family","Seymour Robbie, Jack Arnold, Peter H. Hunt, Walter Doniger, David Greene, Ernest Pintoff, James Sheldon, Charles S. Dubin, Edward M. Abroms, Richard Michaels"
A Brutal Pact: The Murder of Daniella Perez,2022,2022,0,8.4,84.0,High,1682,-0.27499296626881814,"Crime, Documentary","Guto Barra, Tatiana Issa"
Karma,2004,2009,5,8.8,88.0,High,1674,-0.27507962899919636,"Action, Adventure, Drama","Nivedita Basu, Pavan Kaul, Santram Varma"
Star Blazers,1979,1984,5,8.4,84.0,High,1669,-0.27513379320568276,"Action, Adventure, Animation",Leiji Matsumoto
Newswipe,2009,2010,1,8.6,86.0,High,1665,-0.2751771245708719,"Comedy, Documentary","Al Campbell, Adam Curtis"
My Uncle Napoleon,1976,1976,0,8.7,87.0,High,1662,-0.2752096230947637,"Comedy, Drama",Nasser Taghvai
Iron Chef,1993,2002,9,8.6,86.0,High,1658,-0.27525295445995285,"Game-Show, Reality-TV","Takanobu Masatsugu, Taku Ohtani, Keiichi Tanaka"
Doctor Who: Space and Time,2011,2011,0,8.3,83.0,High,1654,-0.275296285825142,"Comedy, Sci-Fi, Short",Richard Senior
Koreni,2018,2018,0,8.5,85.0,High,1644,-0.27540461423811474,Drama,Ivan Zivkovic
Slozna braca,1995,1996,1,8.9,89.0,High,1642,-0.27542627992070934,"Comedy, War","Nele Karajlic, Oleg Novkovic, Nikola Pejakovic"
M/S Romantic,2019,2019,0,8.3,83.0,High,1642,-0.27542627992070934,"Comedy, Drama",Jani Volanen
Traffik,1989,1989,0,8.4,84.0,High,1633,-0.2755237754923848,"Crime, Drama, Mystery",Alastair Reid
Charlie Brooker's Weekly Wipe,2013,2015,2,8.6,86.0,High,1631,-0.2755454411749794,"Comedy, Talk-Show","Andy Devonshire, Lorry Powles, Andrew Chaplin, Lucy Forbes"
The Duchess of Duke Street,1976,1977,1,8.3,83.0,High,1610,-0.2757729308422223,Drama,"Bill Bain, Cyril Coke, Simon Langton, Raymond Menmuir, Gerry Mill"
Man in the Arena,2021,2022,1,8.5,85.0,High,1609,-0.2757837636835196,"Documentary, Sport","Gotham Chopra, Erik LeDrew"
Live,2018,2018,0,8.3,83.0,High,1609,-0.2757837636835196,"Comedy, Crime, Drama","Hyeon Woo Myeong, Kim Yang-hui, Kim Kyoo-tae"
Mike Judge Presents: Tales from the Tour Bus,2017,2018,1,8.6,86.0,High,1598,-0.2759029249377897,"Animation, Biography, Comedy",Mike Judge
The George Burns and Gracie Allen Show,1950,1958,8,8.6,86.0,High,1594,-0.27594625630297875,Comedy,"Frederick De Cordova, Ralph Levy, Rod Amateau"
The Adventures of Sherlock Holmes and Dr. Watson,1980,1980,0,8.5,85.0,High,1591,-0.2759787548268706,"Crime, Drama, Mystery",Igor Maslennikov
The Great Queen Seondeok,2009,2009,0,8.5,85.0,High,1587,-0.27602208619205976,"Biography, Drama, History","Geun-hong Kim, Hong Kyun Park"
Rundfunk,2015,2016,1,8.3,83.0,High,1584,-0.27605458471595157,Comedy,Rob Lücker
Arabela,1980,1981,1,8.4,84.0,High,1573,-0.27617374597022165,"Comedy, Fantasy",Václav Vorlícek
I Won't Live in My Father's Robes,1996,1996,0,8.4,84.0,High,1567,-0.27623874301800533,Drama,"Rabab Hussein, Ahmed Tawfik"
Hunter x Hunter: Greed Island Final,2004,2004,0,8.4,84.0,High,1559,-0.2763254057483836,"Adventure, Animation, Short",-
Life in the Freezer,1993,1993,0,8.6,86.0,High,1558,-0.27633623858968087,Documentary,Alastair Fothergill
Human Universe,2014,2014,0,8.6,86.0,High,1548,-0.2764445670026537,"Documentary, Family","Nat Sharman, Annabel Gillings"
Beautiful People,2008,2009,1,8.5,85.0,High,1545,-0.2764770655265455,Comedy,"Gareth Carrivick, David Kerr"
Mouse: The Predator,2021,2021,0,8.5,85.0,High,1544,-0.27648789836784277,"Action, Crime, Mystery",Joon Bae Choi
The Planets,1999,1999,0,8.4,84.0,High,1543,-0.2764987312091401,Documentary,David McNab
Povratak otpisanih,1976,1978,2,8.6,86.0,High,1535,-0.2765853939395183,War,Aleksandar Djordjevic
Playmakers,2003,2003,0,8.4,84.0,High,1533,-0.27660705962211285,"Crime, Drama, Sport","T.J. Scott, John Bell, Scott Brazil, John Fawcett, Ken Girotti, Chris Grismer, Terry Ingram, Bruce McDonald, Brad Turner, Stephen Williams"
Romeo's Blue Skies,1995,1995,0,8.6,86.0,High,1531,-0.27662872530470745,"Adventure, Animation, Drama","Shinpei Miyashita, Kôzô Kusuba, Yasuo Iwamoto, Ken'ichi Nishida"
Showa Genroku Rakugo Shinju,2016,2016,0,8.3,83.0,High,1527,-0.2766720566698965,"Animation, Comedy, Drama","Shinichi Omata, Naoki Murata, Tarô Kubo, Fujiaki Asari, Tatsuya Abe, Hiroaki Akagi, Nobukage Kimura, Tomoe Makino, Chikayo Nakamura, Masahiro Sonoda, Ken'ichi Takeshita, Fumihiro Ueno"
Stories by Rabindranath Tagore,2015,2015,0,8.6,86.0,High,1525,-0.2766937223524911,Drama,"Debatma Mandal, Tani Basu, Sunil Subramani, Anurag Basu"
Hikaru no Go,2001,2003,2,8.3,83.0,High,1525,-0.2766937223524911,"Adventure, Animation, Comedy","Kei Imabayashi, Rob Bakewell, Noriyuki Abe, Jun Kamiya, Tetsuya Endô, Susumu Nishizawa, Shin'ichi Masaki, Katsuyoshi Yatabe, Setsuo Takase, Hideki Tonokatsu, Harume Kosaka, Yûji Sekimoto, Kunitoshi Okajima, Toshinori Narita, Hiroshi Kuruo, Yûichirô Miyake, Narumi Nase, Saeko Aoki, Masakatsu Iijima, Masaaki Kumagai, Gogyô Mahara, Toshiya Niidome, Takuya Nonaka, Mashu Itô, Takaharu Ôkuma"
Dekh Bhai Dekh,1993,1994,1,8.7,87.0,High,1519,-0.2767587194002748,Comedy,Aanand Mahendroo
Muhammad Ali,2021,2021,0,8.6,86.0,High,1515,-0.27680205076546394,"Biography, Documentary, History","Ken Burns, Sarah Burns, David McMahon"
The Six Wives of Henry VIII,1970,1970,0,8.4,84.0,High,1512,-0.27683454928935575,"Biography, Drama, History","Naomi Capon, John Glenister"
Kummeli,1991,2004,13,8.4,84.0,High,1507,-0.27688871349584215,Comedy,Matti Grönberg
Raid,2000,2000,0,8.5,85.0,High,1504,-0.276921212019734,"Action, Comedy, Crime",Tapio Piirainen
My School President,2022,2023,1,8.4,84.0,High,1504,-0.276921212019734,"Comedy, Music, Romance",Kornphom Niyomsilp
Treasure Island,1978,1987,9,8.4,84.0,High,1494,-0.2770295404327068,"Action, Adventure, Animation","Osamu Dezaki, Nobuo Takeuchi, Hideo Takayashiki"
Alif Laila,1993,2020,27,8.5,85.0,High,1489,-0.2770837046391932,"Adventure, Fantasy","Moti Sagar, Anand Sagar, Prem Sagar, Aslam Khan"
The First World War,2003,2003,0,8.6,86.0,High,1488,-0.27709453748049045,"Documentary, History, War","Marcus Kiggell, Simon Rockell, Ben Steele, Corina Sturmer, Emma Wallace"
Homefront,1991,1993,2,8.9,89.0,High,1485,-0.2771270360043823,"Drama, History, Romance","Lorraine Senna, Sharron Miller, Michael Vejar, Bruce Seth Green, David Carson, Joseph L. Scanlan, Nicholas Sgarro, Félix Enríquez Alcalá, Ron Lagomarsino, Anita W. Addison, Roy Campanella II, Christopher Chulack"
Tschugger,2021,2024,3,8.4,84.0,High,1478,-0.27720286589346327,"Comedy, Crime","Johannes Bachmann, David Constantin, Leandro Russo"
The Gay and Wondrous Life of Caleb Gallo,2016,2016,0,8.6,86.0,High,1463,-0.2773653585129225,"Comedy, Short",Brian Jordan Alvarez
Once Upon a Time in Iraq,2020,2020,0,9.0,90.0,High,1440,-0.2776145138627599,"Documentary, History, War",James Bluemel
The Three Stooges Show,1960,1972,12,8.6,86.0,High,1426,-0.2777661736409219,"Comedy, Family",-
The Long Season,2023,2023,0,8.8,88.0,High,1423,-0.2777986721648137,"Crime, Drama, Family",Shuang Xin
Triumph of the Nerds,1996,1996,0,8.4,84.0,High,1406,-0.27798283046686745,Documentary,Paul Sen
The Death of Yugoslavia,1995,1996,1,8.6,86.0,High,1380,-0.27826448434059675,"Documentary, History","Angus MacQueen, Paul Mitchell"
A Girl Named Zat,2013,2013,0,8.6,86.0,High,1377,-0.27829698286448856,"Drama, History",Kamlah Abu-Zikri
Breaking News,1994,1997,3,8.7,87.0,High,1372,-0.27835114707097497,"Comedy, Drama","Santo Cilauro, Tom Gleisner, Jane Kennedy, Rob Sitch"
Luv Kush,1988,1989,1,9.0,90.0,High,1370,-0.27837281275356957,"Adventure, Drama, Fantasy",Ramanand Sagar
Rebooting,2023,2023,0,8.5,85.0,High,1336,-0.2787411293576771,"Comedy, Drama, Fantasy","Itaru Mizuno, Shunsuke Kariyama, Kento Matsuda"
Yakeen Ka Safar,2017,2019,2,8.8,88.0,High,1317,-0.2789469533423254,"Crime, Drama, Romance","Moiz Abbas, Shehzad Kashmiri"
Takin' Over the Asylum,1994,1994,0,8.5,85.0,High,1314,-0.27897945186621725,Drama,David Blair
The Great White Tower,2003,2004,1,8.6,86.0,High,1295,-0.27918527585086556,Drama,"Hiroshi Nishitani, Keita Kôno, Shôsuke Murakami, Kazuyuki Iwata"
Studio Julmahuvi,1998,1998,0,8.8,88.0,High,1286,-0.2792827714225411,Comedy,Jani Volanen
Grlom u jagode,1975,1976,1,8.9,89.0,High,1278,-0.2793694341529193,"Comedy, Drama",Srdjan Karanovic
To Catch the Kaidash,2020,2020,0,8.8,88.0,High,1268,-0.27947776256589213,"Comedy, Drama","Aleksandr Timenko, Gregory Grishayev"
La Petite Vie,1993,2023,30,8.6,86.0,High,1262,-0.2795427596136758,Comedy,Pierre Séguin
Bahu Hamari Rajni Kant,2016,2017,1,9.1,91.0,High,1253,-0.27964025518535135,Comedy,"Yogesh Bijendra Bhati, Kapil Sharma, Pawan Parkhi"
Some Good News,2020,2020,0,9.0,90.0,High,1253,-0.27964025518535135,"Comedy, News, Talk-Show",-
Puffin Rock,2015,2016,1,8.6,86.0,High,1240,-0.279781082122216,"Animation, Family",Maurice Joyce
Weather Report,2005,2022,17,9.2,92.0,High,1229,-0.27990024337648606,"Comedy, News",David Lynch
Wild Isles,2023,2023,0,8.6,86.0,High,1218,-0.28001940463075614,Documentary,-
Tomorrow's Joe 2,1980,1981,1,8.9,89.0,High,1216,-0.2800410703133507,"Action, Animation, Drama","Osamu Dezaki, Yoshio Takeuchi, Shunji Ôga, Mizuho Nishikubo"
Vengeance Unlimited,1998,1999,1,8.6,86.0,High,1214,-0.2800627359959453,"Crime, Drama","James Frawley, Bill Norton, Bobby Roth, Lou Antonio, Mel Damski, John Patterson, Perry Lang, Alan J. Levi, Adam Nimoy"
Smogovci,1982,1996,14,8.7,87.0,High,1201,-0.2802035629328099,"Adventure, Comedy, Family",Milivoj Puhlovski
Once Upon a Time in Northern Ireland,2023,2023,0,8.8,88.0,High,1191,-0.2803118913457827,"Documentary, History, War",James Bluemel
Cold War,1998,1999,1,8.7,87.0,High,1072,-0.28160099946015904,"Documentary, History, War",Tessa Coombs
Mother,2018,2018,0,9.0,90.0,High,1052,-0.28181765628610467,"Drama, Mystery",Kim Cheol-gyu
Nase malo misto,1969,1971,2,9.1,91.0,High,1051,-0.28182848912740194,"Comedy, Drama",Daniel Marusic
Data Tutashkhia,1977,1977,0,9.1,91.0,High,1035,-0.28200181458815843,"Adventure, Drama, History","Gizo Gabeskiria, Giga Lortkipanidze"
Psych Webisodes,2006,2006,0,8.9,89.0,High,1000,-0.2823809640335632,"Comedy, Crime, Mystery",-
Amrutham,2001,2007,6,9.6,96.0,High,989,-0.2825001252878333,Comedy,"S.S. Kanchi, Haricharan, Gunnam Gangaraju"
Chandragupta Maurya,2011,2012,1,9.2,92.0,High,975,-0.28265178506599525,"Biography, History","Arif Ali Ansari, Krishna Kant Chauhan, Bhushan Patel, Arif Shamsi, Rahul Lingayet, Vaibhav Mutha"
Aikatsu Friends!,2018,2019,1,9.0,90.0,High,975,-0.28265178506599525,"Adventure, Animation, Comedy",-
Marmadesam,1997,1998,1,9.6,96.0,High,970,-0.28270594927248166,"Mystery, Thriller","Naga, C.J. Baskar"
Al Nadam,2016,2016,0,9.1,91.0,High,925,-0.28319342713085927,"Drama, Romance, War",Al Laith Hajo
Loriot,1976,1978,2,9.0,90.0,High,888,-0.2835942422588586,Comedy,Vicco von Bülow
Hollywood,1980,1980,0,9.3,93.0,High,886,-0.2836159079414532,"Biography, Documentary, History","Kevin Brownlow, David Gill"
Mr. Dressup,1967,1996,29,9.2,92.0,High,864,-0.28385423044999336,Family,"Tony Hodge, John Ryan"
Gruntovcani,1975,1975,0,9.1,91.0,High,852,-0.2839842245455607,Comedy,Kresimir Golik
Eyes on the Prize,1987,2025,38,9.2,92.0,High,789,-0.28466669354728935,"Documentary, History","James A. DeVinney, Orlando Bagwell, Callie Crossley, Judith Vecchione, Sheila Curran Bernard, Madison D. Lacy, Louis J. Massiah, Sam Pollard, Terry Kay Rockefeller, Jacqueline Shearer, Paul Stekler, Thomas Ott, Geeta Gandbhir, Leslie Asako Gladsjo, Samantha M. Knowles, Smriti Mundhra, Muta'Ali, Rudy Valdez, Henry Hampton"
Raja Shivchhatrapati,2008,2009,1,9.5,95.0,High,711,-0.2855116551684772,"Biography, History","Hemant Devdhar, Nitin Chandrakant Desai"
Moon Knight,2022,2022,0,7.3,73.0,Average,289927,2.847519373465718,"Action, Adventure, Fantasy","Mohamed Diab, Justin Benson, Aaron Moorhead"
What If...?,2021,2024,3,7.3,73.0,Average,153180,1.3661608245865402,"Action, Adventure, Animation","Bryan Andrews, Stephan Franck"
Sex and the City,1998,2004,6,7.3,73.0,Average,151963,1.35297725672775,"Comedy, Drama, Romance","Michael Patrick King, Allen Coulter, Michael Engler, Michael Spiller, Alan Taylor, John David Coles, Charles McDougall, David Frankel, Nicole Holofcener, Allison Anders, Timothy Van Patten, Susan Seidelman, Daniel Algrant, Pam Thomas, Darren Star, Michael Fields, Matthew Harrison, Alison Maclean, Victoria Hochberg, Martha Coolidge, Julian Farino, Dennis Erdman, Wendey Stanzler"
1899,2022,2022,0,7.3,73.0,Average,115981,0.9631899611690133,"Drama, Horror, Mystery",Baran bo Odar
Lost in Space,2018,2021,3,7.3,73.0,Average,109310,0.8909240768748571,"Adventure, Drama, Family","Tim Southam, Stephen Surjik, Leslie Hope, Alex Graves, Neil Marshall, Jabbar Raisani, Jon East, Julian Holmes, Deborah Chow, Vincenzo Natali, David Nutter, Alice Troughton, Sarah Boyd, Kevin Rodney Sullivan, Frederick E.O. Toye"
Halo,2022,2024,2,7.3,73.0,Average,103608,0.8291552157977653,"Action, Adventure, Sci-Fi","Otto Bathurst, Jonathan Liebesman, Roel Reiné, Dennie Gordon, Debs Paterson, Craig Zisk, Jessica Lowrey"
Locke & Key,2020,2022,2,7.3,73.0,Average,102575,0.8179648907376749,"Drama, Fantasy, Horror","Mark Tonderai, Mairzee Almas, Michael Morris, Vincenzo Natali, Tim Southam, Dawn Wilkinson, Millicent Shelton, Marisol Adler, Guy Ferland, Edward Ornelas, Jeremy Webb, Carlton Cuse"
The Strain,2014,2017,3,7.3,73.0,Average,89843,0.6800411553407031,"Drama, Fantasy, Horror","J. Miles Dale, Kevin Dowling, Deran Sarafian, Phil Abraham, Peter Weller, Vincenzo Natali, T.J. Scott, Guillermo del Toro, Guy Ferland, David Semel, Charlotte Sieling, Howard Deutch, Ken Girotti, Norberto Barba, John Dahl, Keith Gordon, Gregory Hoblit, Carlton Cuse, Paco Cabezas, Thomas Carter, Jennifer Lynch"
Blindspot,2015,2020,5,7.3,73.0,Average,81135,0.585708773323987,"Action, Crime, Drama","David McWhirter, Rob Seidenglanz, David S. Tuttman, Martin Gero, Jeff King, Martha Mitchell, Mark Pellington, Marcos Siega, Dermott Downs, Jeff T. Thomas, Adam Salky, Jean de Segonzac, Kristin Windell, Karen Gaviola, Rob Hardy, Steve Shill, Glen Winter, Christopher Place, Joy Lane, Ramaa Mosley, Tricia Brock, Kenneth Fink, Tawnia McKiernan, Rich Newey, Olatunde Osunsanmi, Romeo Tirone, Laura Belsey, Ernest R. Dickerson, David Johnson, Darnell Martin, Solvan Naim, Lin Oeding, Kate Woods, Marisol Adler, Andi Armaganian, Aric Avelino, Neema Barnette, Andy Mikita, Marcus Stokes, Maja Vrvilo, Sudz Sutherland, Amanda Tapping, R.T. Thorne, Mark Tonderai, Pamela Romanowsky, America Young"
Everybody Loves Raymond,1996,2005,9,7.3,73.0,Average,79761,0.570824449381524,Comedy,"Gary Halvorson, Will Mackenzie, Jerry Zaks, Kenneth Shapiro, Steve Zuckerman, Jeff Meyer, Brian K. Roberts, John Fortenberry, Michael Lembeck, Jeff Melman, Michael Zinberg, Howard Storm, Paul Lazarus, Ellen Gittelsohn, Michael Lessac, David Lee, Ken Levine, Alan Kirschenbaum, Richard Marion, Andy Ackerman, Asaad Kelada, Rod Daniel, Joyce Gittlin, Wil Shriner, Randy Suhr, Sheldon Epps"
Ratched,2020,2020,0,7.3,73.0,Average,75389,0.5234632672298148,"Crime, Drama, History","Ryan Murphy, Michael Uppendahl, Nelson Cragg, Jennifer Lynch, Daniel Minahan, Jessica Yu"
Sleepy Hollow,2013,2017,4,7.3,73.0,Average,65761,0.41916467121960094,"Action, Adventure, Crime","Russell Lee Fine, Paul A. Edwards, Doug Aarniokoski, Ken Olin, Marc Roskin, Dwight H. Little, Wendey Stanzler, Kate Dennis, Olatunde Osunsanmi, Jim O'Hanlon, Ernest R. Dickerson, Liz Friedlander, John F. Showalter, J. Miller Tobin, Len Wiseman, David Boyd, Nick Copus, Jeffrey G. Hunt, Adam Kane, Larry Teng, Romeo Tirone, Hanelle M. Culpepper, John R. Leonetti, Guillermo Navarro, Peter Weller, Sylvain White, Steven A. Adelson, Kellie Cyrus, Michael Goi, Darnell Martin"
Archive 81,2022,2022,0,7.3,73.0,Average,63831,0.3982572875158501,"Drama, Horror, Mystery","Rebecca Thomas, Haifaa Al-Mansour, Justin Benson, Aaron Moorhead"
Bodies,2023,2023,0,7.3,73.0,Average,62626,0.38520371375262746,"Crime, Drama, Sci-Fi","Marco Kreuzpaintner, Haolu Wang"
Wayward Pines,2015,2016,1,7.3,73.0,Average,62442,0.3832104709539279,"Drama, Horror, Mystery","Jeff T. Thomas, Zal Batmanglij, Tim Hunter, Ti West, Nimród Antal, James Foley, Steve Shill, M. Night Shyamalan, Charlotte Sieling, Mathias Herndl, John Krokidas, Jennifer Lynch, Vincenzo Natali, David Petrarca, Alrick Riley, Brad Turner"
Ragnarok,2020,2023,3,7.3,73.0,Average,51708,0.266930752468922,"Action, Drama, Fantasy","Mogens Hagedorn, Jannik Johansen, Mads Kamp Thulstrup"
The Powerpuff Girls,1998,2004,6,7.3,73.0,Average,50329,0.25199226431997257,"Action, Adventure, Animation","Craig McCracken, John McIntyre, Randy Myers, Genndy Tartakovsky, Lauren Faust, Robert Alvarez, Rob Renzetti, Chris Savino, Brian Larsen"
The Secret Circle,2011,2012,1,7.3,73.0,Average,49377,0.2416793994049618,"Drama, Fantasy, Horror","Liz Friedlander, David Barrett, John Fawcett, Brad Turner, Joshua Butler, Eagle Egilsson, Guy Norman Bee, Charles Beeson, Colin Bucksey, Nick Copus, Chris Grismer, Omar Madha, Alex Zakrzewski"
